1,011
172
1,789
207
3,876
157
1,516
2,361
4,152
346
9,438
537
118,032
46,320
6,417
7,050
1,647
310
6,984
952
122
5,157
370
2,817
2,790
227
2,801
1,406
3,367
107
741
562
4,705
1,484
2,661
1,265
1,011
4,135
19,767
1,090
5,273
207
2,693
466
257
164
4,531
8,987
869
965
942
2,841
701
1,388
6,187
1,093
8,370
1,828
1,781
371
641
191
2,581
824
2,104
955
368
10,477
1,111
246
32,313
74,982
1,970
1,200
624
5,163
90
263
3,412
6,564
1,432
1,247
337
14,855
1,538
465
1,800
1,277
937
4,055
3,260
2,159
1,880
8,770
1,171
9,643
660
4,554
5,148
704
411
9,726
452
2,072
8,006
3,924
744
2,331
524
1,375
1,388
156
2,054
234
13,757
6,795
207
394
41
2,595
7,888
8,992
1,976
8,891
18,682
483
7,972
853
3,876
147
94
143
8,316
6,436
1,552
387
218
3,263
1,124
10
1,265
800
4,009
20,268
199
4,120
364
66
33,972
2,531
883
149
1,746
1,043
1,168
3,011
6,796
450
5,276
640
1,476
5,116
230
829
6,215
2,080
6,652
508
1,357
139
161
2,281
106
523
13,100
1,136
630
5,089
8,786
10,400
2,546
780
653
774
7,637
528
7,833
2,176
1,914
2,386
460
3,192
5,677
4,112
6,605
357
2,546
732
5,951
638
309
1,711
1,651
512
2,542
326
1,234
2,804
4,049
1,234
4,699
10,687
254
791
367
553
722
687
746
2,686
728
3,861
2,688
6,070
2,563
120
4,781
8,593
2,007
7,891
8,380
1,792
67
2,158
7,794
1,205
184
1,042
1,522
1,233
381
14,057
2,711
5,565
4,917
608
120
1,172
1,521
942
732
1,220
2,951
2,668
2,126
26,800
4,506
1,822
905
567
317
9,840
225
674
2,234
316
3,351
8,970
2,410
3,118
1,680
6,438
4,816
228
323
356
825
218
1,493
11,545
1,510
1,821
1,180
1,027
7,921
1,225
625
11,211
2,073
2,449
306
13,394
101,786
462
3,451
1,833
1,834
793
5,652
917
1,158
1,975
507
198
1,037
266
5,111
452
596
506
1,636
461
4,085
1,330
6,606
2,991
371
1,911
6,518
145
4,214
4,597
183
5,388
3,805
130
323
6,545
13,470
489
502
575
1,569
3,531
2,636
1,813
111
1,149
1,668
456
2,467
174
7,620
769
3,104
1,519
60
4,483
245
440
205
142
7,153
547
2,025
952
763
356
765
734
3,996
29
508
260
14,892
4,432
5,919
8,322
841
2,673
1,303
4,289
15,289
890
49,528
897
283
2,791
1,278
7,360
3,290
1,211
494
70
25,340
1,244
5,898
16,220
324
2,399
5,791
1,707
3,165
109
4,480
1,713
147
645
337
230
1,296
797
720
1,392
2,128
1,003
4,538
291
7,093
500
526
910
13,975
394
1,835
3,330
647
3,973
1,041
224
1,841
617
9,654
98
270
733
10,619
4,422
695
2,169
4,361
4,676
4,781
2,483
20,978
1,905
542
3,730
209
2,877
6,072
13,182
320
4,044
1,146
629
762
2,924
5,012
379
1,487
3,031
59,322
159
218
506
1,622
1,442
16,269
10,620
3,941
316
4,480
8,338
3,911
167
500
581
25,477
2,156
1,918
1,218
5,500
4,553
165
290
362
5,792
617
8,338
2,551
249
1,573
968
1,072
1,040
9,369
273
4,434
955
9,772
468
1,240
447
759
1,302
11,761
76
2,845
1,779
478
2,300
941
1,220
2,149
279
388
19,731
6,104
3,038
3,074
342
397
368
4,162
2,998
2,763
4,858
300
3,239
410
3,625
441
2,397
494
2,588
451
611
204
284
1,699
1,958
2,534
3,450
2,469
1,807
13,388
8,981
457
5,327
2,002
1,561
563
2,184
1,309
405
8,901
2,635
913
642
3,540
936
1,123
1,021
1,159
328
2,557
673
8,168
1,613
904
3,744
412
948
7,042
4,397
535
3,043
5,737
7,720
4,300
554
28,386
1,705
1,579
4,615
1,617
5,719
8,728
2,669
2,026
91
5,893
196
2,030
919
7,410
3,403
3,106
4,454
3,170
2,447
2,802
1,393
2,477
11,406
20,079
3,062
10,465
2,734
4,282
5,746
1,583
3,349
356
560
180
1,502
873
989
6,025
3,152
129
92
336
23,273
133
227
7,277
2,184
541
689
4,464
379
5,378
2,528
13,116
188
868
71
1,783
186
1,085
1,574
276
270
724
2,173
205
2,248
1,326
59
2,466
767
34,324
9,926
1,297
1,971
4,857
2,849
1,313
4,294
3,835
846
3,804
3,229
1,914
5,890
679
1,459
616
6,303
59
3,533
10,557
809
8,313
5,151
508
428
262
3,099
1,141
139
5,077
1,023
5,414
7,320
1,032
840
3,593
2,328
525
636
1,769
1,561
3,595
3,008
475
2,328
308
3,843
661
8,511
1,784
480
212
1,526,006
2,770
16,440
678
298
2,186
3,294
305,704
7,739
430
8,268
198
892
27,126
307
5,951
1,159
816
2,638
2,157
1,889
326
235
519
606
925
3,798
22,377
14,324
979
250
1,169
6,454
5,962
8,979
2,576
278
133
451
2,122
88,082
2,383
6,373
1,228
2,759
463
1,519
1,327
4,078
7,002
868
951
818
1,932
2,585
2,061
3,657
371
2,543
890
441
812
1,567
913
189
427
523
907
4,752
876
784
997
3,004
78
1,809
13,070
400
727
238
346
873
659
675
1,525
736
5,587
778
338
5,437
1,385
4,384
76,089
5,654
4,249
2,887
26
517
495
3,827
810
639
105
7,374
1,686
237
14,038
5,697
3,446
4,415
142
130
5,071
838
5,273
1,127
5,492
480
214
1,569
150
1,378
3,823
871
4,008
4,232
720
3,625
1,655
46
875
399
765
19
339
6,277
6,618
481
1,303
1,970
928
2,117
475
2,284
709
439
1,027
2,155
6,379
305
1,154
477
3,323
3,405
2,167
173
42,034
5,990
2,089
209
502
927
1,051
355
2,809
550
342
5,567
5,294
614
989
490
528
3,034
9,905
1,643
605
6,194
8,983
5,062
1,157
219
7,107
4,530
1,203
6,263
4,872
1,295
299
697
455
444
4,088
688
157
666
483
5,601
2,069
2,919
1,346
323
3,174
1,828
3,509
1,752
243
1,354
974
1,872
1,836
363
705
5,349
233
5,477
621
3,320
267
10,372
291
3,239
225
189
551
15
476
5,205
751
239
2,474
1,515
414
168
580
313
2,070
717
9,710
584
13,663
273
1,517
2,351
403
1,341
10,568
4,176
2,525
412
181
3,263
242
2,494
3,341
992
18,461
1,320
1,257
518
1,064
2,854
4,594
1,929
1,175
1,294
343
1,239
863
139
20,313
5,181
2,633
390
4,868
4,212
192
6,771
2,725
4,617
632
1,271
13,944
1,097
7,862
41,498
15,930
1,254
29,381
1,387
2,190
225
7,896
4,138
2,720
1,319
632
2,810
284
157
3,070
639
67
2,310
596
3,073
10,461
2,434
607
11,443
1,018
43,718
229
709
833
326
1,729
3,050
3,812
